Unnamed: 0,speaker_path,listener_path_pos,listener_path_neg
1438,NoXI/038_2016-04-07_Nottingham/Expert_video/11,NoXI/038_2016-04-07_Nottingham/Novice_video/11,NoXI/026_2016-04-06_Nottingham/Novice_video/2
1439,NoXI/038_2016-04-07_Nottingham/Expert_video/12,NoXI/038_2016-04-07_Nottingham/Novice_video/12,UDIVA/animal/128129/FC2/2
1440,NoXI/038_2016-04-07_Nottingham/Expert_video/13,NoXI/038_2016-04-07_Nottingham/Novice_video/13,NoXI/050_2016-04-12_Nottingham/Novice_video/39
1441,NoXI/038_2016-04-07_Nottingham/Expert_video/14,NoXI/038_2016-04-07_Nottingham/Novice_video/14,NoXI/050_2016-04-12_Nottingham/Novice_video/14
1442,NoXI/038_2016-04-07_Nottingham/Expert_video/15,NoXI/038_2016-04-07_Nottingham/Novice_video/15,NoXI/054_2016-04-12_Nottingham/Novice_video/47
1443,NoXI/038_2016-04-07_Nottingham/Expert_video/16,NoXI/038_2016-04-07_Nottingham/Novice_video/16,NoXI/045_2016-04-07_Nottingham/Novice_video/52
1444,NoXI/038_2016-04-07_Nottingham/Expert_video/17,NoXI/038_2016-04-07_Nottingham/Novice_video/17,NoXI/045_2016-04-07_Nottingham/Novice_video/50
1445,NoXI/038_2016-04-07_Nottingham/Expert_video/18,NoXI/038_2016-04-07_Nottingham/Novice_video/18,NoXI/028_2016-04-06_Nottingham/Novice_video/28
1446,NoXI/038_2016-04-07_Nottingham/Expert_video/19,NoXI/038_2016-04-07_Nottingham/Novice_video/19,NoXI/035_2016-04-07_Nottingham/Novice_video/4
1447,NoXI/038_2016-04-07_Nottingham/Expert_video/20,NoXI/038_2016-04-07_Nottingham/Novice_video/20,NoXI/058_2016-04-14_Nottingham/Novice_video/36
1448,NoXI/038_2016-04-07_Nottingham/Expert_video/21,NoXI/038_2016-04-07_Nottingham/Novice_video/21,UDIVA/animal/144176/FC2/26
1449,NoXI/038_2016-04-07_Nottingham/Expert_video/22,NoXI/038_2016-04-07_Nottingham/Novice_video/22,NoXI/054_2016-04-12_Nottingham/Novice_video/16
1450,NoXI/038_2016-04-07_Nottingham/Expert_video/23,NoXI/038_2016-04-07_Nottingham/Novice_video/23,NoXI/029_2016-04-06_Nottingham/Novice_video/18
1451,NoXI/039_2016-04-07_Nottingham/Expert_video/1,NoXI/039_2016-04-07_Nottingham/Novice_video/1,NoXI/045_2016-04-07_Nottingham/Novice_video/19
1452,NoXI/039_2016-04-07_Nottingham/Expert_video/2,NoXI/039_2016-04-07_Nottingham/Novice_video/2,NoXI/007_2016-03-21_Paris/Novice_video/5
1453,NoXI/039_2016-04-07_Nottingham/Expert_video/3,NoXI/039_2016-04-07_Nottingham/Novice_video/3,NoXI/045_2016-04-07_Nottingham/Novice_video/11
1454,NoXI/039_2016-04-07_Nottingham/Expert_video/4,NoXI/039_2016-04-07_Nottingham/Novice_video/4,NoXI/041_2016-04-07_Nottingham/Novice_video/26
1455,NoXI/039_2016-04-07_Nottingham/Expert_video/5,NoXI/039_2016-04-07_Nottingham/Novice_video/5,NoXI/015_2016-04-05_Paris/Novice_video/5
1456,NoXI/039_2016-04-07_Nottingham/Expert_video/6,NoXI/039_2016-04-07_Nottingham/Novice_video/6,NoXI/049_2016-04-12_Nottingham/Novice_video/13
1457,NoXI/039_2016-04-07_Nottingham/Expert_video/7,NoXI/039_2016-04-07_Nottingham/Novice_video/7,NoXI/064_2016-04-14_Nottingham/Novice_video/4
1458,NoXI/039_2016-04-07_Nottingham/Expert_video/8,NoXI/039_2016-04-07_Nottingham/Novice_video/8,NoXI/060_2016-04-14_Nottingham/Novice_video/2
1459,NoXI/039_2016-04-07_Nottingham/Expert_video/9,NoXI/039_2016-04-07_Nottingham/Novice_video/9,NoXI/032_2016-04-07_Nottingham/Novice_video/40
1460,NoXI/039_2016-04-07_Nottingham/Expert_video/10,NoXI/039_2016-04-07_Nottingham/Novice_video/10,NoXI/028_2016-04-06_Nottingham/Novice_video/19
1461,NoXI/039_2016-04-07_Nottingham/Expert_video/11,NoXI/039_2016-04-07_Nottingham/Novice_video/11,NoXI/044_2016-04-07_Nottingham/Novice_video/5
1462,NoXI/039_2016-04-07_Nottingham/Expert_video/12,NoXI/039_2016-04-07_Nottingham/Novice_video/12,NoXI/038_2016-04-07_Nottingham/Novice_video/15
1463,NoXI/039_2016-04-07_Nottingham/Expert_video/13,NoXI/039_2016-04-07_Nottingham/Novice_video/13,NoXI/007_2016-03-21_Paris/Novice_video/48
1464,NoXI/039_2016-04-07_Nottingham/Expert_video/14,NoXI/039_2016-04-07_Nottingham/Novice_video/14,NoXI/009_2016-03-25_Paris/Novice_video/1
1465,NoXI/039_2016-04-07_Nottingham/Expert_video/15,NoXI/039_2016-04-07_Nottingham/Novice_video/15,NoXI/054_2016-04-12_Nottingham/Novice_video/48
1466,NoXI/039_2016-04-07_Nottingham/Expert_video/16,NoXI/039_2016-04-07_Nottingham/Novice_video/16,NoXI/041_2016-04-07_Nottingham/Novice_video/33
1467,NoXI/039_2016-04-07_Nottingham/Expert_video/17,NoXI/039_2016-04-07_Nottingham/Novice_video/17,UDIVA/talk/169171/FC2/7
1468,NoXI/040_2016-04-07_Nottingham/Expert_video/1,NoXI/040_2016-04-07_Nottingham/Novice_video/1,NoXI/065_2016-04-14_Nottingham/Novice_video/27
1469,NoXI/040_2016-04-07_Nottingham/Expert_video/2,NoXI/040_2016-04-07_Nottingham/Novice_video/2,NoXI/041_2016-04-07_Nottingham/Novice_video/17
1470,NoXI/040_2016-04-07_Nottingham/Expert_video/3,NoXI/040_2016-04-07_Nottingham/Novice_video/3,NoXI/064_2016-04-14_Nottingham/Novice_video/3
1471,NoXI/040_2016-04-07_Nottingham/Expert_video/4,NoXI/040_2016-04-07_Nottingham/Novice_video/4,NoXI/054_2016-04-12_Nottingham/Novice_video/8
1472,NoXI/040_2016-04-07_Nottingham/Expert_video/5,NoXI/040_2016-04-07_Nottingham/Novice_video/5,NoXI/064_2016-04-14_Nottingham/Novice_video/9
1473,NoXI/040_2016-04-07_Nottingham/Expert_video/6,NoXI/040_2016-04-07_Nottingham/Novice_video/6,NoXI/028_2016-04-06_Nottingham/Novice_video/37
1474,NoXI/040_2016-04-07_Nottingham/Expert_video/7,NoXI/040_2016-04-07_Nottingham/Novice_video/7,UDIVA/talk/127129/FC2/19
1475,NoXI/040_2016-04-07_Nottingham/Expert_video/8,NoXI/040_2016-04-07_Nottingham/Novice_video/8,UDIVA/animal/122144/FC2/11
1476,NoXI/040_2016-04-07_Nottingham/Expert_video/9,NoXI/040_2016-04-07_Nottingham/Novice_video/9,NoXI/032_2016-04-07_Nottingham/Novice_video/7
1477,NoXI/040_2016-04-07_Nottingham/Expert_video/10,NoXI/040_2016-04-07_Nottingham/Novice_video/10,NoXI/044_2016-04-07_Nottingham/Novice_video/35
1478,NoXI/040_2016-04-07_Nottingham/Expert_video/11,NoXI/040_2016-04-07_Nottingham/Novice_video/11,NoXI/058_2016-04-14_Nottingham/Novice_video/8
1479,NoXI/040_2016-04-07_Nottingham/Expert_video/12,NoXI/040_2016-04-07_Nottingham/Novice_video/12,NoXI/058_2016-04-14_Nottingham/Novice_video/38
1480,NoXI/040_2016-04-07_Nottingham/Expert_video/13,NoXI/040_2016-04-07_Nottingham/Novice_video/13,NoXI/041_2016-04-07_Nottingham/Novice_video/3
1481,NoXI/040_2016-04-07_Nottingham/Expert_video/14,NoXI/040_2016-04-07_Nottingham/Novice_video/14,NoXI/032_2016-04-07_Nottingham/Novice_video/3
1482,NoXI/040_2016-04-07_Nottingham/Expert_video/15,NoXI/040_2016-04-07_Nottingham/Novice_video/15,UDIVA/animal/106108/FC2/20
1483,NoXI/040_2016-04-07_Nottingham/Expert_video/16,NoXI/040_2016-04-07_Nottingham/Novice_video/16,NoXI/027_2016-04-06_Nottingham/Novice_video/10
1484,NoXI/040_2016-04-07_Nottingham/Expert_video/17,NoXI/040_2016-04-07_Nottingham/Novice_video/17,NoXI/045_2016-04-07_Nottingham/Novice_video/3
1485,NoXI/040_2016-04-07_Nottingham/Expert_video/18,NoXI/040_2016-04-07_Nottingham/Novice_video/18,UDIVA/animal/144176/FC2/6
1486,NoXI/040_2016-04-07_Nottingham/Expert_video/19,NoXI/040_2016-04-07_Nottingham/Novice_video/19,UDIVA/animal/144176/FC2/7
1487,NoXI/040_2016-04-07_Nottingham/Expert_video/20,NoXI/040_2016-04-07_Nottingham/Novice_video/20,UDIVA/animal/043143/FC2/53
1488,NoXI/040_2016-04-07_Nottingham/Expert_video/21,NoXI/040_2016-04-07_Nottingham/Novice_video/21,NoXI/064_2016-04-14_Nottingham/Novice_video/3
1489,NoXI/040_2016-04-07_Nottingham/Expert_video/22,NoXI/040_2016-04-07_Nottingham/Novice_video/22,NoXI/058_2016-04-14_Nottingham/Novice_video/30
1490,NoXI/040_2016-04-07_Nottingham/Expert_video/23,NoXI/040_2016-04-07_Nottingham/Novice_video/23,NoXI/045_2016-04-07_Nottingham/Novice_video/44
1491,NoXI/040_2016-04-07_Nottingham/Expert_video/24,NoXI/040_2016-04-07_Nottingham/Novice_video/24,NoXI/058_2016-04-14_Nottingham/Novice_video/46
1492,NoXI/040_2016-04-07_Nottingham/Expert_video/25,NoXI/040_2016-04-07_Nottingham/Novice_video/25,NoXI/058_2016-04-14_Nottingham/Novice_video/41
1493,NoXI/040_2016-04-07_Nottingham/Expert_video/26,NoXI/040_2016-04-07_Nottingham/Novice_video/26,NoXI/061_2016-04-14_Nottingham/Novice_video/21
1494,NoXI/040_2016-04-07_Nottingham/Expert_video/27,NoXI/040_2016-04-07_Nottingham/Novice_video/27,UDIVA/animal/106108/FC2/8
1495,NoXI/040_2016-04-07_Nottingham/Expert_video/28,NoXI/040_2016-04-07_Nottingham/Novice_video/28,NoXI/009_2016-03-25_Paris/Novice_video/21
1496,NoXI/040_2016-04-07_Nottingham/Expert_video/29,NoXI/040_2016-04-07_Nottingham/Novice_video/29,NoXI/058_2016-04-14_Nottingham/Novice_video/5
1497,NoXI/040_2016-04-07_Nottingham/Expert_video/30,NoXI/040_2016-04-07_Nottingham/Novice_video/30,NoXI/041_2016-04-07_Nottingham/Novice_video/8
1498,NoXI/040_2016-04-07_Nottingham/Expert_video/31,NoXI/040_2016-04-07_Nottingham/Novice_video/31,NoXI/051_2016-04-12_Nottingham/Novice_video/2
1499,NoXI/040_2016-04-07_Nottingham/Expert_video/32,NoXI/040_2016-04-07_Nottingham/Novice_video/32,NoXI/009_2016-03-25_Paris/Novice_video/21
1500,NoXI/040_2016-04-07_Nottingham/Expert_video/33,NoXI/040_2016-04-07_Nottingham/Novice_video/33,UDIVA/animal/144176/FC2/34
1501,NoXI/040_2016-04-07_Nottingham/Expert_video/34,NoXI/040_2016-04-07_Nottingham/Novice_video/34,NoXI/050_2016-04-12_Nottingham/Novice_video/10
1502,NoXI/040_2016-04-07_Nottingham/Expert_video/35,NoXI/040_2016-04-07_Nottingham/Novice_video/35,NoXI/056_2016-04-14_Nottingham/Novice_video/21
1503,NoXI/027_2016-04-06_Nottingham/Expert_video/1,NoXI/027_2016-04-06_Nottingham/Novice_video/1,NoXI/058_2016-04-14_Nottingham/Novice_video/30
1504,NoXI/027_2016-04-06_Nottingham/Expert_video/2,NoXI/027_2016-04-06_Nottingham/Novice_video/2,NoXI/056_2016-04-14_Nottingham/Novice_video/9
1505,NoXI/027_2016-04-06_Nottingham/Expert_video/3,NoXI/027_2016-04-06_Nottingham/Novice_video/3,NoXI/007_2016-03-21_Paris/Novice_video/68
1506,NoXI/027_2016-04-06_Nottingham/Expert_video/4,NoXI/027_2016-04-06_Nottingham/Novice_video/4,NoXI/029_2016-04-06_Nottingham/Novice_video/13
1507,NoXI/027_2016-04-06_Nottingham/Expert_video/5,NoXI/027_2016-04-06_Nottingham/Novice_video/5,NoXI/058_2016-04-14_Nottingham/Novice_video/24
1508,NoXI/027_2016-04-06_Nottingham/Expert_video/6,NoXI/027_2016-04-06_Nottingham/Novice_video/6,NoXI/064_2016-04-14_Nottingham/Novice_video/19
1509,NoXI/027_2016-04-06_Nottingham/Expert_video/7,NoXI/027_2016-04-06_Nottingham/Novice_video/7,NoXI/050_2016-04-12_Nottingham/Novice_video/5
1510,NoXI/027_2016-04-06_Nottingham/Expert_video/8,NoXI/027_2016-04-06_Nottingham/Novice_video/8,NoXI/035_2016-04-07_Nottingham/Novice_video/9
1511,NoXI/027_2016-04-06_Nottingham/Expert_video/9,NoXI/027_2016-04-06_Nottingham/Novice_video/9,NoXI/054_2016-04-12_Nottingham/Novice_video/17
1512,NoXI/027_2016-04-06_Nottingham/Expert_video/10,NoXI/027_2016-04-06_Nottingham/Novice_video/10,NoXI/032_2016-04-07_Nottingham/Novice_video/29
1513,NoXI/027_2016-04-06_Nottingham/Expert_video/11,NoXI/027_2016-04-06_Nottingham/Novice_video/11,UDIVA/animal/055128/FC2/4
1514,NoXI/027_2016-04-06_Nottingham/Expert_video/12,NoXI/027_2016-04-06_Nottingham/Novice_video/12,NoXI/051_2016-04-12_Nottingham/Novice_video/19
1515,NoXI/027_2016-04-06_Nottingham/Expert_video/13,NoXI/027_2016-04-06_Nottingham/Novice_video/13,NoXI/057_2016-04-14_Nottingham/Novice_video/1
1516,NoXI/027_2016-04-06_Nottingham/Expert_video/14,NoXI/027_2016-04-06_Nottingham/Novice_video/14,UDIVA/talk/188189/FC2/7
1517,NoXI/027_2016-04-06_Nottingham/Expert_video/15,NoXI/027_2016-04-06_Nottingham/Novice_video/15,NoXI/054_2016-04-12_Nottingham/Novice_video/15
1518,NoXI/027_2016-04-06_Nottingham/Expert_video/16,NoXI/027_2016-04-06_Nottingham/Novice_video/16,NoXI/054_2016-04-12_Nottingham/Novice_video/47
1519,NoXI/027_2016-04-06_Nottingham/Expert_video/17,NoXI/027_2016-04-06_Nottingham/Novice_video/17,UDIVA/talk/113132/FC2/20
1520,NoXI/027_2016-04-06_Nottingham/Expert_video/18,NoXI/027_2016-04-06_Nottingham/Novice_video/18,NoXI/051_2016-04-12_Nottingham/Novice_video/20
1521,NoXI/027_2016-04-06_Nottingham/Expert_video/19,NoXI/027_2016-04-06_Nottingham/Novice_video/19,NoXI/054_2016-04-12_Nottingham/Novice_video/25
1522,NoXI/027_2016-04-06_Nottingham/Expert_video/20,NoXI/027_2016-04-06_Nottingham/Novice_video/20,UDIVA/talk/027154/FC2/3
1523,NoXI/027_2016-04-06_Nottingham/Expert_video/21,NoXI/027_2016-04-06_Nottingham/Novice_video/21,NoXI/054_2016-04-12_Nottingham/Novice_video/2
1524,NoXI/027_2016-04-06_Nottingham/Expert_video/22,NoXI/027_2016-04-06_Nottingham/Novice_video/22,NoXI/064_2016-04-14_Nottingham/Novice_video/6
1525,NoXI/029_2016-04-06_Nottingham/Expert_video/1,NoXI/029_2016-04-06_Nottingham/Novice_video/1,NoXI/064_2016-04-14_Nottingham/Novice_video/8
1526,NoXI/029_2016-04-06_Nottingham/Expert_video/2,NoXI/029_2016-04-06_Nottingham/Novice_video/2,NoXI/041_2016-04-07_Nottingham/Novice_video/31
1527,NoXI/029_2016-04-06_Nottingham/Expert_video/3,NoXI/029_2016-04-06_Nottingham/Novice_video/3,NoXI/032_2016-04-07_Nottingham/Novice_video/15
1528,NoXI/029_2016-04-06_Nottingham/Expert_video/4,NoXI/029_2016-04-06_Nottingham/Novice_video/4,NoXI/050_2016-04-12_Nottingham/Novice_video/5
1529,NoXI/029_2016-04-06_Nottingham/Expert_video/5,NoXI/029_2016-04-06_Nottingham/Novice_video/5,UDIVA/animal/106148/FC2/10
1530,NoXI/029_2016-04-06_Nottingham/Expert_video/6,NoXI/029_2016-04-06_Nottingham/Novice_video/6,NoXI/064_2016-04-14_Nottingham/Novice_video/2
1531,NoXI/029_2016-04-06_Nottingham/Expert_video/7,NoXI/029_2016-04-06_Nottingham/Novice_video/7,NoXI/040_2016-04-07_Nottingham/Novice_video/16
1532,NoXI/029_2016-04-06_Nottingham/Expert_video/8,NoXI/029_2016-04-06_Nottingham/Novice_video/8,NoXI/041_2016-04-07_Nottingham/Novice_video/13
1533,NoXI/029_2016-04-06_Nottingham/Expert_video/9,NoXI/029_2016-04-06_Nottingham/Novice_video/9,NoXI/041_2016-04-07_Nottingham/Novice_video/10
1534,NoXI/029_2016-04-06_Nottingham/Expert_video/10,NoXI/029_2016-04-06_Nottingham/Novice_video/10,NoXI/064_2016-04-14_Nottingham/Novice_video/10
1535,NoXI/029_2016-04-06_Nottingham/Expert_video/11,NoXI/029_2016-04-06_Nottingham/Novice_video/11,UDIVA/talk/128129/FC2/5
1536,NoXI/029_2016-04-06_Nottingham/Expert_video/12,NoXI/029_2016-04-06_Nottingham/Novice_video/12,NoXI/064_2016-04-14_Nottingham/Novice_video/6
1537,NoXI/029_2016-04-06_Nottingham/Expert_video/13,NoXI/029_2016-04-06_Nottingham/Novice_video/13,NoXI/041_2016-04-07_Nottingham/Novice_video/15
1538,NoXI/029_2016-04-06_Nottingham/Expert_video/14,NoXI/029_2016-04-06_Nottingham/Novice_video/14,NoXI/058_2016-04-14_Nottingham/Novice_video/41
1539,NoXI/029_2016-04-06_Nottingham/Expert_video/15,NoXI/029_2016-04-06_Nottingham/Novice_video/15,NoXI/065_2016-04-14_Nottingham/Novice_video/24
1540,NoXI/029_2016-04-06_Nottingham/Expert_video/16,NoXI/029_2016-04-06_Nottingham/Novice_video/16,NoXI/054_2016-04-12_Nottingham/Novice_video/25
1541,NoXI/029_2016-04-06_Nottingham/Expert_video/17,NoXI/029_2016-04-06_Nottingham/Novice_video/17,NoXI/009_2016-03-25_Paris/Novice_video/7
1542,NoXI/029_2016-04-06_Nottingham/Expert_video/18,NoXI/029_2016-04-06_Nottingham/Novice_video/18,NoXI/033_2016-04-07_Nottingham/Novice_video/4
1543,NoXI/029_2016-04-06_Nottingham/Expert_video/19,NoXI/029_2016-04-06_Nottingham/Novice_video/19,NoXI/045_2016-04-07_Nottingham/Novice_video/17
1544,NoXI/029_2016-04-06_Nottingham/Expert_video/20,NoXI/029_2016-04-06_Nottingham/Novice_video/20,UDIVA/talk/128129/FC2/16
1545,NoXI/029_2016-04-06_Nottingham/Expert_video/21,NoXI/029_2016-04-06_Nottingham/Novice_video/21,NoXI/041_2016-04-07_Nottingham/Novice_video/20
1546,NoXI/029_2016-04-06_Nottingham/Expert_video/22,NoXI/029_2016-04-06_Nottingham/Novice_video/22,NoXI/058_2016-04-14_Nottingham/Novice_video/34
1547,NoXI/029_2016-04-06_Nottingham/Expert_video/23,NoXI/029_2016-04-06_Nottingham/Novice_video/23,NoXI/044_2016-04-07_Nottingham/Novice_video/18
1548,NoXI/029_2016-04-06_Nottingham/Expert_video/24,NoXI/029_2016-04-06_Nottingham/Novice_video/24,NoXI/026_2016-04-06_Nottingham/Novice_video/3
1549,NoXI/029_2016-04-06_Nottingham/Expert_video/25,NoXI/029_2016-04-06_Nottingham/Novice_video/25,NoXI/048_2016-04-12_Nottingham/Novice_video/4
1550,NoXI/029_2016-04-06_Nottingham/Expert_video/26,NoXI/029_2016-04-06_Nottingham/Novice_video/26,NoXI/058_2016-04-14_Nottingham/Novice_video/11
1551,NoXI/029_2016-04-06_Nottingham/Expert_video/27,NoXI/029_2016-04-06_Nottingham/Novice_video/27,NoXI/009_2016-03-25_Paris/Novice_video/8
1552,NoXI/030_2016-04-06_Nottingham/Expert_video/1,NoXI/030_2016-04-06_Nottingham/Novice_video/1,NoXI/064_2016-04-14_Nottingham/Novice_video/20
1553,NoXI/030_2016-04-06_Nottingham/Expert_video/2,NoXI/030_2016-04-06_Nottingham/Novice_video/2,UDIVA/animal/092107/FC2/12
1554,NoXI/030_2016-04-06_Nottingham/Expert_video/3,NoXI/030_2016-04-06_Nottingham/Novice_video/3,NoXI/047_2016-04-07_Nottingham/Novice_video/32
1555,NoXI/030_2016-04-06_Nottingham/Expert_video/4,NoXI/030_2016-04-06_Nottingham/Novice_video/4,UDIVA/animal/144176/FC2/10
1556,NoXI/030_2016-04-06_Nottingham/Expert_video/5,NoXI/030_2016-04-06_Nottingham/Novice_video/5,NoXI/047_2016-04-07_Nottingham/Novice_video/18
1557,NoXI/030_2016-04-06_Nottingham/Expert_video/6,NoXI/030_2016-04-06_Nottingham/Novice_video/6,NoXI/060_2016-04-14_Nottingham/Novice_video/11
1558,NoXI/030_2016-04-06_Nottingham/Expert_video/7,NoXI/030_2016-04-06_Nottingham/Novice_video/7,NoXI/058_2016-04-14_Nottingham/Novice_video/4
1559,NoXI/030_2016-04-06_Nottingham/Expert_video/8,NoXI/030_2016-04-06_Nottingham/Novice_video/8,NoXI/033_2016-04-07_Nottingham/Novice_video/7
1560,NoXI/030_2016-04-06_Nottingham/Expert_video/9,NoXI/030_2016-04-06_Nottingham/Novice_video/9,NoXI/051_2016-04-12_Nottingham/Novice_video/12
1561,NoXI/030_2016-04-06_Nottingham/Expert_video/10,NoXI/030_2016-04-06_Nottingham/Novice_video/10,NoXI/045_2016-04-07_Nottingham/Novice_video/29
1562,NoXI/030_2016-04-06_Nottingham/Expert_video/11,NoXI/030_2016-04-06_Nottingham/Novice_video/11,NoXI/063_2016-04-14_Nottingham/Novice_video/9
1563,NoXI/030_2016-04-06_Nottingham/Expert_video/12,NoXI/030_2016-04-06_Nottingham/Novice_video/12,NoXI/050_2016-04-12_Nottingham/Novice_video/35
1564,NoXI/030_2016-04-06_Nottingham/Expert_video/13,NoXI/030_2016-04-06_Nottingham/Novice_video/13,NoXI/048_2016-04-12_Nottingham/Novice_video/26
1565,NoXI/030_2016-04-06_Nottingham/Expert_video/14,NoXI/030_2016-04-06_Nottingham/Novice_video/14,NoXI/038_2016-04-07_Nottingham/Novice_video/10
1566,NoXI/030_2016-04-06_Nottingham/Expert_video/15,NoXI/030_2016-04-06_Nottingham/Novice_video/15,NoXI/033_2016-04-07_Nottingham/Novice_video/12
1567,NoXI/030_2016-04-06_Nottingham/Expert_video/16,NoXI/030_2016-04-06_Nottingham/Novice_video/16,NoXI/058_2016-04-14_Nottingham/Novice_video/37
1568,NoXI/030_2016-04-06_Nottingham/Expert_video/17,NoXI/030_2016-04-06_Nottingham/Novice_video/17,NoXI/047_2016-04-07_Nottingham/Novice_video/20
1569,NoXI/030_2016-04-06_Nottingham/Expert_video/18,NoXI/030_2016-04-06_Nottingham/Novice_video/18,NoXI/047_2016-04-07_Nottingham/Novice_video/43
1570,NoXI/030_2016-04-06_Nottingham/Expert_video/19,NoXI/030_2016-04-06_Nottingham/Novice_video/19,NoXI/062_2016-04-14_Nottingham/Novice_video/36
1571,NoXI/030_2016-04-06_Nottingham/Expert_video/20,NoXI/030_2016-04-06_Nottingham/Novice_video/20,NoXI/056_2016-04-14_Nottingham/Novice_video/26
1572,NoXI/030_2016-04-06_Nottingham/Expert_video/21,NoXI/030_2016-04-06_Nottingham/Novice_video/21,NoXI/056_2016-04-14_Nottingham/Novice_video/12
1573,NoXI/060_2016-04-14_Nottingham/Expert_video/1,NoXI/060_2016-04-14_Nottingham/Novice_video/1,NoXI/050_2016-04-12_Nottingham/Novice_video/14
1574,NoXI/060_2016-04-14_Nottingham/Expert_video/2,NoXI/060_2016-04-14_Nottingham/Novice_video/2,NoXI/041_2016-04-07_Nottingham/Novice_video/9
1575,NoXI/060_2016-04-14_Nottingham/Expert_video/3,NoXI/060_2016-04-14_Nottingham/Novice_video/3,NoXI/054_2016-04-12_Nottingham/Novice_video/46
1576,NoXI/060_2016-04-14_Nottingham/Expert_video/4,NoXI/060_2016-04-14_Nottingham/Novice_video/4,NoXI/045_2016-04-07_Nottingham/Novice_video/5
1577,NoXI/060_2016-04-14_Nottingham/Expert_video/5,NoXI/060_2016-04-14_Nottingham/Novice_video/5,UDIVA/animal/144171/FC2/1
1578,NoXI/060_2016-04-14_Nottingham/Expert_video/6,NoXI/060_2016-04-14_Nottingham/Novice_video/6,NoXI/062_2016-04-14_Nottingham/Novice_video/27
1579,NoXI/060_2016-04-14_Nottingham/Expert_video/7,NoXI/060_2016-04-14_Nottingham/Novice_video/7,NoXI/058_2016-04-14_Nottingham/Novice_video/5
1580,NoXI/060_2016-04-14_Nottingham/Expert_video/8,NoXI/060_2016-04-14_Nottingham/Novice_video/8,UDIVA/talk/106148/FC2/3
1581,NoXI/060_2016-04-14_Nottingham/Expert_video/9,NoXI/060_2016-04-14_Nottingham/Novice_video/9,NoXI/047_2016-04-07_Nottingham/Novice_video/4
1582,NoXI/060_2016-04-14_Nottingham/Expert_video/10,NoXI/060_2016-04-14_Nottingham/Novice_video/10,NoXI/064_2016-04-14_Nottingham/Novice_video/21
1583,NoXI/060_2016-04-14_Nottingham/Expert_video/11,NoXI/060_2016-04-14_Nottingham/Novice_video/11,NoXI/032_2016-04-07_Nottingham/Novice_video/49
1584,NoXI/060_2016-04-14_Nottingham/Expert_video/12,NoXI/060_2016-04-14_Nottingham/Novice_video/12,NoXI/044_2016-04-07_Nottingham/Novice_video/25
1585,NoXI/060_2016-04-14_Nottingham/Expert_video/13,NoXI/060_2016-04-14_Nottingham/Novice_video/13,NoXI/030_2016-04-06_Nottingham/Novice_video/12
1586,NoXI/060_2016-04-14_Nottingham/Expert_video/14,NoXI/060_2016-04-14_Nottingham/Novice_video/14,NoXI/054_2016-04-12_Nottingham/Novice_video/7
1587,NoXI/060_2016-04-14_Nottingham/Expert_video/15,NoXI/060_2016-04-14_Nottingham/Novice_video/15,NoXI/007_2016-03-21_Paris/Novice_video/14
1588,NoXI/060_2016-04-14_Nottingham/Expert_video/16,NoXI/060_2016-04-14_Nottingham/Novice_video/16,NoXI/064_2016-04-14_Nottingham/Novice_video/7
1589,NoXI/060_2016-04-14_Nottingham/Expert_video/17,NoXI/060_2016-04-14_Nottingham/Novice_video/17,NoXI/055_2016-04-14_Nottingham/Novice_video/18
1590,NoXI/060_2016-04-14_Nottingham/Expert_video/18,NoXI/060_2016-04-14_Nottingham/Novice_video/18,UDIVA/talk/009106/FC2/16
1591,NoXI/060_2016-04-14_Nottingham/Expert_video/19,NoXI/060_2016-04-14_Nottingham/Novice_video/19,UDIVA/animal/010011/FC2/9
1592,NoXI/060_2016-04-14_Nottingham/Expert_video/20,NoXI/060_2016-04-14_Nottingham/Novice_video/20,NoXI/036_2016-04-07_Nottingham/Novice_video/1
1593,NoXI/060_2016-04-14_Nottingham/Expert_video/21,NoXI/060_2016-04-14_Nottingham/Novice_video/21,NoXI/028_2016-04-06_Nottingham/Novice_video/32
1594,NoXI/060_2016-04-14_Nottingham/Expert_video/22,NoXI/060_2016-04-14_Nottingham/Novice_video/22,NoXI/047_2016-04-07_Nottingham/Novice_video/10
1595,NoXI/060_2016-04-14_Nottingham/Expert_video/23,NoXI/060_2016-04-14_Nottingham/Novice_video/23,NoXI/007_2016-03-21_Paris/Novice_video/1
1596,NoXI/060_2016-04-14_Nottingham/Expert_video/24,NoXI/060_2016-04-14_Nottingham/Novice_video/24,NoXI/037_2016-04-07_Nottingham/Novice_video/22
1597,NoXI/060_2016-04-14_Nottingham/Expert_video/25,NoXI/060_2016-04-14_Nottingham/Novice_video/25,NoXI/028_2016-04-06_Nottingham/Novice_video/16
1598,NoXI/060_2016-04-14_Nottingham/Expert_video/26,NoXI/060_2016-04-14_Nottingham/Novice_video/26,NoXI/039_2016-04-07_Nottingham/Novice_video/5
1599,NoXI/060_2016-04-14_Nottingham/Expert_video/27,NoXI/060_2016-04-14_Nottingham/Novice_video/27,NoXI/063_2016-04-14_Nottingham/Novice_video/11
1600,NoXI/060_2016-04-14_Nottingham/Expert_video/28,NoXI/060_2016-04-14_Nottingham/Novice_video/28,UDIVA/animal/027118/FC2/23
